surah,ayah,source_slug,source_title,latin_iast,latin_ascii
32,22,fathul_majid,Fathul Majid Bengali translation,"ai vyaktira cāite adhika atyācārī ke yāke tāra pratipālakera āẏātasamūha smaraṇa kariẏe deẏā haẏa, kintu se tā theke vimukha haẏa? āmi avaśyai pāpīdera theke pratiśodha neva.","ai vyaktira caite adhika atyacari ke yake tara pratipalakera ayatasamuha smarana kariye deya haya, kintu se ta theke vimukha hayay ami avasyai papidera theke pratisodha neva."
32,23,rawai_al_bayan,Rawai Al Bayan Bengali translation,"āra āmi to mūsāke kitāva diẏechilāma, ataeva tumi tāra sākṣātera vyāpāre sandehe theko nā. āra āmi oṭāke vanī isarāīlera janya hidāẏātasvarūpa karechilāma.","ara ami to musake kitava diyechilama, ataeva tumi tara saksatera vyapare sandehe theko na. ara ami otake vani isarailera janya hidayatasvarupa karechilama."
32,23,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,"āmito mūsāke kitāva diẏechilāma; ataeva tumi tāra sākṣāta samvandhe sandeha karanā, āmi tāke vānī isarāīlera janya patha nirdeśaka karechilāma.","amito musake kitava diyechilama; ataeva tumi tara saksata samvandhe sandeha karana, ami take vani isarailera janya patha nirdesaka karechilama."
32,23,taisirul_quran,Taisirul Quran Bengali translation,"āmi mūsāke kitāva diẏechilāma, kājei tumi tāra (arthāt āla kuraānera) prāptite sandehe patita haẏo nā. āmi oṭāke vānī isarāīlera janya pathapradarśaka karechilāma.","ami musake kitava diyechilama, kajei tumi tara (arthat ala kuraanera) praptite sandehe patita hayo na. ami otake vani isarailera janya pathapradarsaka karechilama."
32,23,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,"āra avaśyai āmarā musāke kitāva diẏechilāma, ataeva āpani tāra sākṣāta samvandhe sandehe thākavena nā evaṃ āmarā eṭāke kare diẏechilāma vanī isarāīlera janya hidāẏātasvarūpa.","ara avasyai amara musake kitava diyechilama, ataeva apani tara saksata samvandhe sandehe thakavena na evam amara etake kare diyechilama vani isarailera janya hidayatasvarupa."
32,23,fathul_majid,Fathul Majid Bengali translation,āmi mūsāke kitāva diẏechi. ataeva tumi tā~ra sākṣāta samparke kona sandeha karave nā. āra āmi tāke vāṇī isarāīlera janya pathapradarśanakārī karechilāma.,ami musake kitava diyechi. ataeva tumi ta~ra saksata samparke kona sandeha karave na. ara ami take vani isarailera janya pathapradarsanakari karechilama.
32,24,rawai_al_bayan,Rawai Al Bayan Bengali translation,"āra āmi tādera madhya theke vahu netā karechilāma, tārā āmāra ādeśānuyāẏī satpatha pradarśana karata, yakhana tārā dhairyadhāraṇa karechila. āra tārā āmāra āẏātasamūhera prati dṛr̤ha viśvāsa rākhata.","ara ami tadera madhya theke vahu neta karechilama, tara amara adesanuyayi satpatha pradarsana karata, yakhana tara dhairyadharana karechila. ara tara amara ayatasamuhera prati drrha visvasa rakhata."
32,24,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,āra āmi tādera madhya hate netā manonīta karechilāma yārā āmāra nirdeśa anusāre patha pradarśana karata. yakhana tārā dhairya dhāraṇa karata takhana tārā chila āmāra nidarśanāvalīte dṛr̤ha viśvāsī.,ara ami tadera madhya hate neta manonita karechilama yara amara nirdesa anusare patha pradarsana karata. yakhana tara dhairya dharana karata takhana tara chila amara nidarsanavalite drrha visvasi.
32,24,taisirul_quran,Taisirul Quran Bengali translation,āra āmi tādera madhya hate netā manonīta karechilāma yārā āmāra nirdeśa mutāveka satpathapradarśana karata yatadina tārā dhairya avalamvana karechila āra āmāra āẏātasamūhera upara dṛr̤ha viśvāsī chila.,ara ami tadera madhya hate neta manonita karechilama yara amara nirdesa mutaveka satpathapradarsana karata yatadina tara dhairya avalamvana karechila ara amara ayatasamuhera upara drrha visvasi chila.
32,24,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,"āra āmarā tādera madhya theke vahu netā manonīta karechilāma, yārā āmādera nirdeśa anusāre hedāẏāta karata; yehetu tārā dhairya dhāraṇa karechila. āra tārā āmādera āẏātasamūhe dṛr̤ha viśvāsa rākhata.","ara amara tadera madhya theke vahu neta manonita karechilama, yara amadera nirdesa anusare hedayata karata; yehetu tara dhairya dharana karechila. ara tara amadera ayatasamuhe drrha visvasa rakhata."
32,24,fathul_majid,Fathul Majid Bengali translation,"āra āmi tādera madhya theke netā nirvācana karechilāma, yārā āmāra ādeśa anuyāẏī dika-nirdeśanā dita yatadina tārā dhairyadhāraṇa karechila. āra tārā āmāra āẏātasamūhe dṛr̤habhāve viśvāsa karata.","ara ami tadera madhya theke neta nirvacana karechilama, yara amara adesa anuyayi dika-nirdesana dita yatadina tara dhairyadharana karechila. ara tara amara ayatasamuhe drrhabhave visvasa karata."
32,25,rawai_al_bayan,Rawai Al Bayan Bengali translation,niścaẏa tomāra rava kiẏāmatera dina tādera mājhe se viṣaẏera phaẏasālā kare devena ye viṣaẏe tārā matabheda karache.,niscaya tomara rava kiyamatera dina tadera majhe se visayera phayasala kare devena ye visaye tara matabheda karache.
32,25,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,tārā nijedera madhye ye viṣaẏe matavirodha karache tomāra rāvavai kiẏāmāta divase ora phāisālā kare divena.,tara nijedera madhye ye visaye matavirodha karache tomara ravavai kiyamata divase ora phaisala kare divena.
32,25,taisirul_quran,Taisirul Quran Bengali translation,"tomāra pratipālaka, tini kviẏāmatera dina tādera madhye phaẏasālā karavena tārā ye viṣaẏe matabheda karata.","tomara pratipalaka, tini kviyamatera dina tadera madhye phayasala karavena tara ye visaye matabheda karata."
32,25,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,"niścaẏa āmādera rava, ye viṣaẏe tārā matavirodha karache tini kiẏāmatera dina tādera madhye seṭāra phāẏasālā kare divena.","niscaya amadera rava, ye visaye tara matavirodha karache tini kiyamatera dina tadera madhye setara phayasala kare divena."
32,25,fathul_majid,Fathul Majid Bengali translation,"tārā ye viṣaẏe parasparera madhye matabheda karata, avaśyai āpanāra pratipālaka kiẏāmatera dina se viṣaẏe tādera madhye phaẏasālā kare devena.","tara ye visaye parasparera madhye matabheda karata, avasyai apanara pratipalaka kiyamatera dina se visaye tadera madhye phayasala kare devena."
32,26,rawai_al_bayan,Rawai Al Bayan Bengali translation,"eṭā ki tāderake hidāẏāta karala nā ye, āmi tādera pūrve kata prajanmake dhvaṃsa karechi yādera vāsabhūmite tārā calāpherā kare? niścaẏa ete vahu nidarśana raẏeche. tavuo ki tārā śunave nā?","eta ki taderake hidayata karala na ye, ami tadera purve kata prajanmake dhvamsa karechi yadera vasabhumite tara calaphera karey niscaya ete vahu nidarsana rayeche. tavuo ki tara sunave nay"
32,26,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,"eṭāo ki tāderake patha pradarśana karalanā ye, āmi tādera pūrve dhvaṃsa karechi kata mānava goṣṭhi, yādera vāsabhūmite erā vicaraṇa karache? ete avaśyai nidarśana raẏeche; tavuo ki tārā śunavenā?","etao ki taderake patha pradarsana karalana ye, ami tadera purve dhvamsa karechi kata manava gosthi, yadera vasabhumite era vicarana karachey ete avasyai nidarsana rayeche; tavuo ki tara sunavenay"
32,26,taisirul_quran,Taisirul Quran Bengali translation,"eṭāo ki tāderake satya patha dekhāẏa nā ye, āmi tādera pūrve kata mānava vaṃśa dhvaṃsa karechi yādera vāsabhūmira upara diẏe tārā (ekhana) calāpherā kare? ete avaśyai (āllāhara) nidarśana āche, tavuo ki tārā śunave nā?","etao ki taderake satya patha dekhaya na ye, ami tadera purve kata manava vamsa dhvamsa karechi yadera vasabhumira upara diye tara (ekhana) calaphera karey ete avasyai (allahara) nidarsana ache, tavuo ki tara sunave nay"
32,26,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,"eṭāo ki tāderake hedāẏāta karalo nā ye, āmarā tādera pūrve dhvaṃsa karechi vahu prajanmake ---yādera vāsabhūmite tārā vicaraṇa kare thāke? niścaẏa ete pracura nidarśana raẏeche; tavuo ki tārā śunave nā?","etao ki taderake hedayata karalo na ye, amara tadera purve dhvamsa karechi vahu prajanmake ---yadera vasabhumite tara vicarana kare thakey niscaya ete pracura nidarsana rayeche; tavuo ki tara sunave nay"
32,26,fathul_majid,Fathul Majid Bengali translation,"eṭāo ki tāderake patha dekhālo nā ye, āmi tādera āge kata mānava sampradāẏake dhvaṃsa karechi, yādera vāsasthānasamūhera madhye erā yātāẏāta kare thāke? niścaẏa ete raẏeche spaṣṭa nidarśana. tavuo ki tārā śunave nā?","etao ki taderake patha dekhalo na ye, ami tadera age kata manava sampradayake dhvamsa karechi, yadera vasasthanasamuhera madhye era yatayata kare thakey niscaya ete rayeche spasta nidarsana. tavuo ki tara sunave nay"
32,27,rawai_al_bayan,Rawai Al Bayan Bengali translation,"tārā ki lakṣa kare nā ye, āmi śukano bhūmite pāni pravāhita kari. ataḥpara tā diẏe śaṣya udagata kari, yā theke tādera gavādi paśu o tārā nijerā khādya grahaṇa kare? tavuo ki tārā lakṣya karave nā.","tara ki laksa kare na ye, ami sukano bhumite pani pravahita kari. atahpara ta diye sasya udagata kari, ya theke tadera gavadi pasu o tara nijera khadya grahana karey tavuo ki tara laksya karave na."
32,27,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,"tārā ki lakṣya karenā ye, āmi uṣara bhūmira pāni pravāhita kare ora sāhāyye udagata kari śasya, yā hate āhārya grahaṇa kare tādera gṛhapālita catuspada jantuguli evaṃ tārā nijerāo? tādera ki dṛṣṭiśakti nei?","tara ki laksya karena ye, ami usara bhumira pani pravahita kare ora sahayye udagata kari sasya, ya hate aharya grahana kare tadera grhapalita catuspada jantuguli evam tara nijeraoy tadera ki drstisakti neiy"
32,27,taisirul_quran,Taisirul Quran Bengali translation,"tārā ki lakṣya kare nā ye, āmi uṣara bhūmite pāni pravāhita ka’re tā diẏe śaṣya udagata kari yātheke tādera gavādi paśu o tārā nijerā khādya grahaṇa kare, tavuo ki tārā lakṣya karave nā?","tara ki laksya kare na ye, ami usara bhumite pani pravahita ka’re ta diye sasya udagata kari yatheke tadera gavadi pasu o tara nijera khadya grahana kare, tavuo ki tara laksya karave nay"
32,27,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,"tārā ki lakṣya kare nā ye, āmarā śukano bhūmira upara pāni pravāhita kare tāra sāhāyye udgata kari śasya, yā theke āhārya grahaṇa kare tādera catuṣpada jantu evaṃ tārā nijerāo? tāraparao ki tārā lakṣya karave nā?","tara ki laksya kare na ye, amara sukano bhumira upara pani pravahita kare tara sahayye udgata kari sasya, ya theke aharya grahana kare tadera catuspada jantu evam tara nijeraoy taraparao ki tara laksya karave nay"
32,27,fathul_majid,Fathul Majid Bengali translation,"tārā ki lakṣya kare nā ye, āmi śuṣka jamine pāni pravāhita kari, tārapara tāra sāhāyye śasya utpādana kari, tā theke khāẏa tādera catuṣpada janturā (cāra pāviśiṣṭa paśu) evaṃ tārā nijerāo? tavuo ki tārā dekhe nā?","tara ki laksya kare na ye, ami suska jamine pani pravahita kari, tarapara tara sahayye sasya utpadana kari, ta theke khaya tadera catuspada jantura (cara pavisista pasu) evam tara nijeraoy tavuo ki tara dekhe nay"
32,28,rawai_al_bayan,Rawai Al Bayan Bengali translation,"āra tārā vale, kakhana have e phaẏasālā? tomarā yadi satyavādī hao tave vala.","ara tara vale, kakhana have e phayasalay tomara yadi satyavadi hao tave vala."
32,28,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,"tārā jijñesa kareḥ tomarā yadi satyavādī hao tāhale vala, kakhana have ei phāisālā?","tara jijnesa kareh tomara yadi satyavadi hao tahale vala, kakhana have ei phaisalay"
32,28,taisirul_quran,Taisirul Quran Bengali translation,"āra tārā valeḥ tomarā yadi satyavādī hao tāhale vala, e phaẏasālā kakhana have?","ara tara valeh tomara yadi satyavadi hao tahale vala, e phayasala kakhana havey"
32,28,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,"āra tārā vale, 'tomarā yadi satyavādī hao, tave vala, kakhana have e vijaẏa?'","ara tara vale, 'tomara yadi satyavadi hao, tave vala, kakhana have e vijayay'"
32,28,fathul_majid,Fathul Majid Bengali translation,"āra tārā vale: yadi tomarā satyavādī hao tāhale vala, e phaẏasālā kakhana have?","ara tara vale: yadi tomara satyavadi hao tahale vala, e phayasala kakhana havey"
32,29,rawai_al_bayan,Rawai Al Bayan Bengali translation,"vala, phaẏasālāra dine kāphiradera īmāna grahaṇa tādera kona upakāra karave nā. āra tāderake avakāśa deẏā have nā.","vala, phayasalara dine kaphiradera imana grahana tadera kona upakara karave na. ara taderake avakasa deya have na."
32,29,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,valaḥ phāisālāra dina kāphiradera īmāna ānā tādera kona kāje āsavenā evaṃ tāderake avakāśa deẏā havenā.,valah phaisalara dina kaphiradera imana ana tadera kona kaje asavena evam taderake avakasa deya havena.
32,29,taisirul_quran,Taisirul Quran Bengali translation,"vala, phaẏasālāra dine (sava kichu dekhāra para) kāphiradera īmāna ānaẏana tādera kona upakāra dive nā, āra tāderake kona samaẏao deẏā have nā.","vala, phayasalara dine (sava kichu dekhara para) kaphiradera imana anayana tadera kona upakara dive na, ara taderake kona samayao deya have na."
32,29,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,"valuna, 'vijaẏera dina kāphiradera īmāna ānā tādera kono kāje āsave nā evaṃ tāderake avakāśao deẏā have nā'.","valuna, 'vijayera dina kaphiradera imana ana tadera kono kaje asave na evam taderake avakasao deya have na'."
32,29,fathul_majid,Fathul Majid Bengali translation,"tumi vale dāo, sei phāẏasālāra dine kāphiradera īmāna tādera kona kāje āsave nā evaṃ tāderake kona avakāśao deẏā have nā.","tumi vale dao, sei phayasalara dine kaphiradera imana tadera kona kaje asave na evam taderake kona avakasao deya have na."
32,30,rawai_al_bayan,Rawai Al Bayan Bengali translation,"ataeva tumi tādera theke vimukha thāka, āra apekṣā kara, niścaẏa tārā apekṣamāṇa.","ataeva tumi tadera theke vimukha thaka, ara apeksa kara, niscaya tara apeksamana."
32,30,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,ataeva tumi tāderake upekṣā kara evaṃ apekṣā kara; tārāo apekṣā karache.,ataeva tumi taderake upeksa kara evam apeksa kara; tarao apeksa karache.
32,30,taisirul_quran,Taisirul Quran Bengali translation,"kājei tumi tāderake er̤iẏe cala āra (āllāhara phaẏasālāra janya) apekṣā kara, tārāo (sei phaẏasālāra janya āche) apekṣamāna.","kajei tumi taderake eriye cala ara (allahara phayasalara janya) apeksa kara, tarao (sei phayasalara janya ache) apeksamana."
32,30,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,"ataeva āpani tāderake upekṣā karuna evaṃ apekṣā karuna, tārāo to apekṣāmāna.","ataeva apani taderake upeksa karuna evam apeksa karuna, tarao to apeksamana."
32,30,fathul_majid,Fathul Majid Bengali translation,"ataeva tumi tādera hate mukha phiriẏe nāo evaṃ apekṣāẏa thāka, tārāo apekṣāẏa raẏeche.","ataeva tumi tadera hate mukha phiriye nao evam apeksaya thaka, tarao apeksaya rayeche."
33,1,rawai_al_bayan,Rawai Al Bayan Bengali translation,"he navī, āllāhake bhaẏa kara evaṃ kāphira o munāphikadera ānugatya karo nā. niścaẏa āllāha samyaka jñānī, mahāprajñāmaẏa.","he navi, allahake bhaya kara evam kaphira o munaphikadera anugatya karo na. niscaya allaha samyaka jnani, mahaprajnamaya."
33,1,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,"he nāvī! āllāhake bhaẏa kara evaṃ kāphiradera o munāphikadera ānugatya karanā. āllāha sarvajña, prajñāmaẏa.","he navi! allahake bhaya kara evam kaphiradera o munaphikadera anugatya karana. allaha sarvajna, prajnamaya."
33,1,taisirul_quran,Taisirul Quran Bengali translation,"he navī (sā)! āllāhake bhaẏa kara, āra kāphira o munāphikadera ānugatya kara nā, niścaẏa āllāha sarvajñātā, mahāprajñāmaẏa.","he navi (sa)! allahake bhaya kara, ara kaphira o munaphikadera anugatya kara na, niscaya allaha sarvajnata, mahaprajnamaya."
33,1,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,he navī! āllāhara tākaoẏā avalamvana karuna evaṃ kāphiradera o munāphikadera ānugatya karavena nā. āllāh to sarvajña hikamataoẏālā.,he navi! allahara takaoya avalamvana karuna evam kaphiradera o munaphikadera anugatya karavena na. allah to sarvajna hikamataoyala.
33,1,fathul_majid,Fathul Majid Bengali translation,"he nāvī! āllāhake bhaẏa kara evaṃ kāphiradera o munāphikadera anusaraṇa karave nā. niścaẏai āllāha mahājñānī, prajñāmaẏa.","he navi! allahake bhaya kara evam kaphiradera o munaphikadera anusarana karave na. niscayai allaha mahajnani, prajnamaya."
33,2,rawai_al_bayan,Rawai Al Bayan Bengali translation,āra tomāra ravera kācha theke tomāra prati yā ohī karā haẏa tumi tāra anusaraṇa kara. niścaẏa tomarā yā kara se samparke āllāha samyaka avahita.,ara tomara ravera kacha theke tomara prati ya ohi kara haya tumi tara anusarana kara. niscaya tomara ya kara se samparke allaha samyaka avahita.
33,2,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,tomāra ravera nikaṭa hate tomāra prati yā ahī haẏa uhāra anusaraṇa kara; tomarā yā kara āllāha sei viṣaẏe samyaka avahita.,tomara ravera nikata hate tomara prati ya ahi haya uhara anusarana kara; tomara ya kara allaha sei visaye samyaka avahita.
33,2,taisirul_quran,Taisirul Quran Bengali translation,tomāra prati tomāra pratipālakera nikaṭa hate yā oẏāhī karā haẏa tumi tāra anusaraṇa kara. tomarā yā kara se samparke āllāha pūrṇarūpe avahita.,tomara prati tomara pratipalakera nikata hate ya oyahi kara haya tumi tara anusarana kara. tomara ya kara se samparke allaha purnarupe avahita.
33,2,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,āra āpanāra ravera kācha theke āpanāra prati yā ohī haẏa tāra anusarana karuna; niścaẏa tomarā yā kara āllāh tā samvandhe samyaka avahita.,ara apanara ravera kacha theke apanara prati ya ohi haya tara anusarana karuna; niscaya tomara ya kara allah ta samvandhe samyaka avahita.
33,2,fathul_majid,Fathul Majid Bengali translation,āra tumi anusaraṇa kara yā tomāra pratipālakera pakṣa hate tomāra prati oẏāhī karā haẏeche. niścaẏai tomarā yā kara āllāha se samparke samyaka avahita āchena.,ara tumi anusarana kara ya tomara pratipalakera paksa hate tomara prati oyahi kara hayeche. niscayai tomara ya kara allaha se samparke samyaka avahita achena.
33,3,rawai_al_bayan,Rawai Al Bayan Bengali translation,āra tumi āllāhara upara tāoẏākkula kara evaṃ karmavidhāẏaka hiseve āllāhai yatheṣṭa.,ara tumi allahara upara taoyakkula kara evam karmavidhayaka hiseve allahai yathesta.
33,3,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,āra tumi nirbhara kara āllāhara upara evaṃ karmavidhāẏaka hisāve āllāhai yatheṣṭa.,ara tumi nirbhara kara allahara upara evam karmavidhayaka hisave allahai yathesta.
33,3,taisirul_quran,Taisirul Quran Bengali translation,"āra tumi nirbhara kara āllāhara upara, karma sampādane āllāhai yatheṣṭa.","ara tumi nirbhara kara allahara upara, karma sampadane allahai yathesta."
33,3,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,evaṃ āpani nirbhara karuna āllāhra upara. āra karma vidhāẏaka hiseve āllāhi yatheṣṭa.,evam apani nirbhara karuna allahra upara. ara karma vidhayaka hiseve allahi yathesta.
33,3,fathul_majid,Fathul Majid Bengali translation,tumi āllāhara opara nirbhara kara. vastuta tattvāvadhāẏaka hiseve āllāhai yatheṣṭa.,tumi allahara opara nirbhara kara. vastuta tattvavadhayaka hiseve allahai yathesta.
33,4,rawai_al_bayan,Rawai Al Bayan Bengali translation,"āllāha kona mānuṣera abhyantare du’ṭi hṛdaẏa sṛṣṭi karenani. tomādera strīdera madhye yādera sāthe tomarā yihāra* kara, tini tāderake tomādera jananī karenani. āra tini tomādera poṣyaderake tomādera putra karenani. egulo tomādera mukhera kathā. āra āllāhai satya kathā valena. āra tinii saṭhika patha dekhāna. * strīke māẏera piṭhera sāthe tulanā karā, ‘tumi āmāra kāche āmāra māẏera piṭhera nyāẏa’ valākei yihāra vale.","allaha kona manusera abhyantare du’ti hrdaya srsti karenani. tomadera stridera madhye yadera sathe tomara yihara* kara, tini taderake tomadera janani karenani. ara tini tomadera posyaderake tomadera putra karenani. egulo tomadera mukhera katha. ara allahai satya katha valena. ara tinii sathika patha dekhana. * strike mayera pithera sathe tulana kara, ‘tumi amara kache amara mayera pithera nyaya’ valakei yihara vale."
33,4,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,"āllāha kona mānuṣera abhyantare du’ṭi hṛdaẏa sṛṣṭi karenani; tomādera strīrā, yādera sāthe tomarā yihāra kare thāka, tāderake āllāha tomādera jananī karenani evaṃ tomādera poṣyaputrake tini (āllāha) tomādera prakṛta putra karenani; aiguli tomādera mukhera kathā. āllāha satya kathāi valena evaṃ tinii sarala patha nirdeśa karena.","allaha kona manusera abhyantare du’ti hrdaya srsti karenani; tomadera strira, yadera sathe tomara yihara kare thaka, taderake allaha tomadera janani karenani evam tomadera posyaputrake tini (allaha) tomadera prakrta putra karenani; aiguli tomadera mukhera katha. allaha satya kathai valena evam tinii sarala patha nirdesa karena."
33,4,taisirul_quran,Taisirul Quran Bengali translation,"āllāha kona mānuṣera vuke du’ṭi antara sṛṣṭi karenani. tomādera strīdera madhye yādera saṅge tomarā jihāra kara, tini tāderake tomādera jananī karenani, āra tini tomādera poṣya putraderake tomādera putra karenani, egulo tomādera mukhera vuli, āllāhai valena satya kathā, āra tinii dekhāna (saṭhika) patha.","allaha kona manusera vuke du’ti antara srsti karenani. tomadera stridera madhye yadera sange tomara jihara kara, tini taderake tomadera janani karenani, ara tini tomadera posya putraderake tomadera putra karenani, egulo tomadera mukhera vuli, allahai valena satya katha, ara tinii dekhana (sathika) patha."
33,4,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,"āllāh kono mānuṣera janya tāra abhyantare duṭi hṛdaẏa sṛṣṭi karenani. āra tomādera strīgaṇa, yādera sāthe tomarā yihāra kare thāka, tini tāderake tomādera jananī karenani evaṃ tomādera poṣya putraderake tini tomādera putra karenani; egulo tomādera mukhera kathā. āra āllāh satya kathāi valena evaṃ tinii sarala patha nirdeśa karena.","allah kono manusera janya tara abhyantare duti hrdaya srsti karenani. ara tomadera strigana, yadera sathe tomara yihara kare thaka, tini taderake tomadera janani karenani evam tomadera posya putraderake tini tomadera putra karenani; egulo tomadera mukhera katha. ara allah satya kathai valena evam tinii sarala patha nirdesa karena."
33,4,fathul_majid,Fathul Majid Bengali translation,"āllāha kona mānuṣera janya tāra vakṣera madhye du’ṭi hṛdaẏa sṛṣṭi karenani; evaṃ tomādera strīdera madhya hate yādera sāthe tomarā ‘yihāra’ kara tāderake tomādera jananī karenani, āra tomādera pālaka putraderakeo tomādera chele karenani. ogulo tomādera mukhera kathā mātra. vastuta āllāhai valena satya kathā evaṃ tinii sarala saṭhika patha pradarśana karena.","allaha kona manusera janya tara vaksera madhye du’ti hrdaya srsti karenani; evam tomadera stridera madhya hate yadera sathe tomara ‘yihara’ kara taderake tomadera janani karenani, ara tomadera palaka putraderakeo tomadera chele karenani. ogulo tomadera mukhera katha matra. vastuta allahai valena satya katha evam tinii sarala sathika patha pradarsana karena."
33,5,rawai_al_bayan,Rawai Al Bayan Bengali translation,"tomarā tāderake tādera pitṛ-paricaẏe ḍāka; āllāhara kāche eṭāi adhika inasāphapūrṇa. ataḥpara yadi tomarā tādera pitṛ-paricaẏa nā jāna, tāhale tārā tomādera dīni bhāi evaṃ tomādera vandhu. āra e viṣaẏe tomarā kona bhula karale tomādera kona pāpa nei; kintu tomādera antare saṃkalpa thākale (pāpa have). āra āllāha adhika kṣamāśīla, parama daẏālu.","tomara taderake tadera pitr-paricaye daka; allahara kache etai adhika inasaphapurna. atahpara yadi tomara tadera pitr-paricaya na jana, tahale tara tomadera dini bhai evam tomadera vandhu. ara e visaye tomara kona bhula karale tomadera kona papa nei; kintu tomadera antare samkalpa thakale (papa have). ara allaha adhika ksamasila, parama dayalu."
33,5,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,"tomarā tāderake ḍāka tādera pitṛ paricaẏe; āllāhara dṛṣṭite eṭā adhika nyāẏa saṅgata, yadi tomarā tādera pitṛ-paricaẏa nā jāna tāhale tārā tomādera dharmīẏa bhāi athavā vandhu; e vyāpāre tomarā kona bhula karale tomādera kona aparādha nei, kintu tomādera antare saṃkalpa thākale aparādha have. āra āllāha kṣamāśīla, parama daẏālu.","tomara taderake daka tadera pitr paricaye; allahara drstite eta adhika nyaya sangata, yadi tomara tadera pitr-paricaya na jana tahale tara tomadera dharmiya bhai athava vandhu; e vyapare tomara kona bhula karale tomadera kona aparadha nei, kintu tomadera antare samkalpa thakale aparadha have. ara allaha ksamasila, parama dayalu."
33,5,taisirul_quran,Taisirul Quran Bengali translation,"tāderake tādera pitṛ-paricaẏe ḍāka, āllāhara kāche eṭāi adhika inasāphapūrṇa. āra yadi tomarā tādera pitṛ-paricaẏa nā jāna, tāhale tārā tomādera dvīnī bhāi evaṃ tomādera vandhu. e vyāpāre tomādera truṭi-vicyuti hale tomādera kona gunāh nei, kintu (dhartavya hala) tomādera antarera saṃkalpa. āllāha ati kṣamāśīla, parama daẏālu.","taderake tadera pitr-paricaye daka, allahara kache etai adhika inasaphapurna. ara yadi tomara tadera pitr-paricaya na jana, tahale tara tomadera dvini bhai evam tomadera vandhu. e vyapare tomadera truti-vicyuti hale tomadera kona gunah nei, kintu (dhartavya hala) tomadera antarera samkalpa. allaha ati ksamasila, parama dayalu."
33,5,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,"ḍāko tomarā tāderake tādera pitṛ paricaẏe; āllāhara nikaṭa eṭāi veśī nyāẏasaṃgata. ataḥpara yadi tomarā tādera pitṛ paricaẏa nā jāna, tave tārā tomādera dīni bhāi evaṃ vandhu. āra e vyāpāre tomarā kono anicchākṛta bhula karale tomādera kono aparādha nei; kintu tomādera antara yā svecchāẏa kareche (tā aparādha), āra āllāh kṣamāśīla, parama daẏālu.","dako tomara taderake tadera pitr paricaye; allahara nikata etai vesi nyayasamgata. atahpara yadi tomara tadera pitr paricaya na jana, tave tara tomadera dini bhai evam vandhu. ara e vyapare tomara kono anicchakrta bhula karale tomadera kono aparadha nei; kintu tomadera antara ya svecchaya kareche (ta aparadha), ara allah ksamasila, parama dayalu."
